b_misti;Misti;Misti;Misti;;Misti;;;;;;;;;x
b_talas;Talas;Talas;Talas;;Talas;;;;;;;;;x
b_sariz;Sariz;Sariz;Sariz;;Sariz;;;;;;;;;x
b_masaka;Masaka;Masaka;Masaka;;Masaka;;;;;;;;;x
b_dobada;Dobada;Dobada;Dobada;;Dobada;;;;;;;;;x
b_venessa;Venessa;Venessa;Venessa;;Venessa;;;;;;;;;x
b_zoropassos;Zoropassos;Zoropassos;Zoropassos;;Zoropassos;;;;;;;;;x
b_mikissos;Mikissos;Mikissos;Mikissos;;Mikissos;;;;;;;;;x
b_tavia;Tavia;Tavia;Tavia;;Tavia;;;;;;;;;x
b_asponia;Asponia;Asponia;Asponia;;Asponia;;;;;;;;;x
b_nyssa;Nyssa;Nyssa;Nyssa;;Muskara;;;;;;;;;x
b_carissa;Carissa;Carissa;Carissa;;Carissa;;;;;;;;;x
b_kochisar;Kochisar;Kochisar;Kochisar;;Kochisar;;;;;;;;;x
b_karacaviran;Karacaviran;Karacaviran;Karacavirer;;Karacaviran;;;;;;;;;x
b_garsaura;Garsaura;Garsaura;Garsaura;;Garsaura;;;;;;;;;x
b_tyana;Tyana;Tyane;Tyana;;Tiana;;;;;;;;;x
b_archelais;Archelais;Archelais;Archelais;;Archelais;;;;;;;;;x
b_anatoliaheraklea;Heraklea;Héracléa;Heraklea;;Heraklea;;;;;;;;;x
b_nazianus;Nazianus;Nazianus;Nazianus;;Nazianus;;;;;;;;;x
b_cybistra;Cybistra;Cybistra;Cybistra;;Cybistra;;;;;;;;;x
b_gamar;Gamar;Gamar;Gamar;;Gamar;;;;;;;;;x
b_tomarza;Tomarza;Tomarza;Tomarza;;Tomarza;;;;;;;;;x
b_faustinopolis;Faustionopolis;Faustionopolis;Faustionopolis;;Faustionopolis;;;;;;;;;x
b_amisos;Amisos;Amisos;Amisos;;Amisos;;;;;;;;;x
b_amasia;Amasia;Amasia;Amasia;;Amasia;;;;;;;;;x
b_thermodon;Thermodon;Thermodon;Thermodon;;Thermodon;;;;;;;;;x
b_eupatoria;Eupatoria;Eupatoria;Eupatoria;;Eupatoria;;;;;;;;;x
b_zela;Zela;Zéla;Zela;;Zela;;;;;;;;;x
b_dazimon;Dazimon;Dazimon;Dazimon;;Dazimon;;;;;;;;;x
b_neokaisarea;Neokaisarea;Neokaisarea;Neokaisarea;;Neokaisarea;;;;;;;;;x
b_phadisane;Phadisane;Phadisane;Phadisane;;Phadisane;;;;;;;;;x
b_sinope;Sinope;Sinope;Sinope;;Sinope ;;;;;;;;;x
b_pompeiopolis;Pompeiopolis;Pompéiopolis;Pompeiopolis;;Pompeiopolis;;;;;;;;;x
b_germanicopolis;Germanicopolis;Germanicopolis;Germanicopolis;;Germanicopolis;;;;;;;;;x
b_aboniteichos;Aboniteichos;Aboniteichos;Aboniteichos;;Aboniteichos;;;;;;;;;x
b_amastris;Amastris;Amastris;Amastris;;Amastris;;;;;;;;;x
b_comana;Comana;Comana;Comana;;Comana;;;;;;;;;x
b_talaura;Talaura;Talaura;Talaura;;Talaura;;;;;;;;;x
b_themiscyra;Themiscyra;Thémiscyra;Themiscyra;;Themiscyra;;;;;;;;;x
b_kastamonu;Castra Comnenus;Kastamonu;Kastamonu;;Kastamonu;;;;;;;;;x
b_anastasiopolis;Anastasiopolis;Anastasiopolis;Anastasiopolis;;Anastasiopolis;;;;;;;;;x
b_gangra;Gangra;Gangra;Gangra;;Gangra;;;;;;;;;x
b_safranbolu;Safranbolu;Safranbolu;Safranbolu;;Safranbolu;;;;;;;;;x
b_cabira;Cabira;Cabira;Cabira;;Cabira;;;;;;;;;x
b_bolu;Bolu;Bolu;Bolu;;Bolu;;;;;;;;;x
b_zaliscus;Zaliscus;Zaliscus;Zaliscus;;Zaliscus;;;;;;;;;x
b_leontopolis;Leontopolis;Léontopolis;Leontopolis;;Leontópolis;;;;;;;;;x
b_herakleia;Herakleia;Heraclée;Herakleia;;Herakleia;;;;;;;;;x
b_claudiopolis;Claudiopolis;Claudiopolis;Claudiopolis;;Claudiópolis;;;;;;;;;x
b_flaviopolis;Flaviopolis;Flaviopolis;Flaviopolis;;Flaviópolis;;;;;;;;;x
b_polis;Polis;Polis;Polis;;Polis;;;;;;;;;x
b_bithynium;Bithynium;Bithynium;Bithynium;;Bithynium;;;;;;;;;x
b_zephyropoli;Zephyropoli;Zephyropoli;Zephyropoli;;Zephyropoli;;;;;;;;;x
b_amastrine;Amastrine;Amastrine;Amastrine;;Amastrine;;;;;;;;;x
b_tium;Tium;Tium;Tium;;Tium;;;;;;;;;x
b_ankyra;Ancyra;Ankara;Ankyra;;Ankara;;;;;;;;;x
b_germa;Germa;Germa;Germa;;Germa;;;;;;;;;x
b_akroynon;Akroynon;Akroinon;Akroynon;;Akroynon;;;;;;;;;x
b_gordium;Gordium;Gordium;Gordium;;Gordion;;;;;;;;;x
b_amorion;Amorion;Amorion;Amorion;;Amorion;;;;;;;;;x
b_gordoservon;Gordoservon;Gordoservon;Gordoservon;;Gordoservon;;;;;;;;;x
b_nakoleia;Nakoleia;Nakoleia;Nakoleia;;Nakoleia;;;;;;;;;x
b_haymana;Haymana;Haymana;Haymana;;Haymana;;;;;;;;;x
b_nikaea;Nikaea;Nicée;Nikäa;;Nicea;;;;;;;;;x
b_kios;Kios;Kios;Kios;;Kíos;;;;;;;;;x
b_optimatum;Optimatum;Optimatum;Optimatum;;Optimatum;;;;;;;;;x
b_petobriga;Petobriga;Petobriga;Petobriga;;Petobriga;;;;;;;;;x
b_kotyaion;Kotyaion;Kotyaion;Kotyaion;;Kotyaion;;;;;;;;;x
b_palaeokastron;Palaeokastron;Palaeokastron;Palaeokastron;;Palaeokastron;;;;;;;;;x
b_yalova;Yalova;Yalova;Yalova;;Yalova;;;;;;;;;x
b_modrene;Modrene;Modrene;Modrene;;Modrene;;;;;;;;;x
b_nikomedeia;Nikomedeia;Nicomédien;Nikomedeia;;Nicomedia ;;;;;;;;;x
b_chalkedon;Chalkedon;Chalkedon;Chalkedon;;Chalcedon;;;;;;;;;x
b_chrysopolis;Chrysopolis;Chrysopolis;Chrysopolis;;Crisópolis;;;;;;;;;x
b_praenetos;Prae;Prae;Prae;;Prae;;;;;;;;;x
b_calpe;Calpe;Calpe;Calpe;;Calpe;;;;;;;;;x
b_palodes;Palodes;Palodes;Palodes;;Palodes;;;;;;;;;x
b_adapazari;Adapazari;Adapazari;Adapazari;;Adapazari;;;;;;;;;x
b_malagina;Malaginan;Malagina;Malaginan;;Malagina;;;;;;;;;x
b_prusa;Prusa;Pruse;Prusa;;Prusia;;;;;;;;;x
b_darieium;Darieium;Darieium;Darieium;;Darieium;;;;;;;;;x
b_apamea;Apamea;Apamea;Apamea;;Apamea;;;;;;;;;x
b_docimium;Docimium;Docimium;Docimium;;Docimia;;;;;;;;;x
b_adrastea;Adrastea;Adrastea;Adrastea;;Adrastea;;;;;;;;;x
b_thyatira;Thyatira;Thyatira;Thyatira;;Tiatira;;;;;;;;;x
b_pelopia;Pelopia;Pelopia;Pelopia;;Pelopia;;;;;;;;;x
b_miletopolis;Miletopolis;Miletopolis;Miletopolis;;Miletopolis;;;;;;;;;x
b_kyzikos;Kyzikos;Cyzique;Kyzikos;;Kyzikos;;;;;;;;;x
b_artake;Artake;Artake;Artake;;Artake;;;;;;;;;x
b_militopolis;Militopolis;Militopolis;Militopolis;;Militopolis;;;;;;;;;x
b_kremasti;Kremasti;Kremasti;Kremasti;;Kremasti;;;;;;;;;x
b_adrianutherai;Adrianutherai;Hadrianouthérai;Adrianutherai;;Adrianutherai;;;;;;;;;x
b_myrina;Myrina;Myrina;Myrina;;Misia;;;;;;;;;x
b_percote;Percote;Percote;Percote;;Percote;;;;;;;;;x
b_arisbe;Arisbe;Arisbe;Arisbe;;Arisbe;;;;;;;;;x
b_dorylaion;Dorylaion;Dorylée;Dorylaion;;Dorylaion;;;;;;;;;x
b_pessinus;Pessinus;Pessinonte;Pessinus;;Pesinus;;;;;;;;;x
b_kotiaion;Kotiaion;Kütahya;Kotiaion;;Kotiaion;;;;;;;;;x
b_orkistos;Orkistos;Orkistos;Orkistos;;Orkistos;;;;;;;;;x
b_polybotos;Polybotos;Polybotos;Polybotos;;Polybotus;;;;;;;;;x
b_iustinianopolis;Iustinianopolis;Iustinianopolis;Iustinianopolis;;Iustinianopolis;;;;;;;;;x
b_carura;Carura;Carura;Carura;;Carura;;;;;;;;;x
b_germia;Germia;Germia;Germia;;Germia;;;;;;;;;x
b_ikonion;Ikonion;Ikonion;Ikonion;;Ikonion;;;;;;;;;x
b_lisdra;Lisdra;Lisdra;Lisdra;;Lisdra;;;;;;;;;x
b_gaspadale;Gaspadale;Gaspadale;Gaspadale;;Gaspadale;;;;;;;;;x
b_isauria;Isauria;Isaurie;Isaurien;;Isauria;;;;;;;;;x
b_laranda;Laranda;Laranda;Laranda;;Laranda;;;;;;;;;x
b_terpe;Terpe;Terpe;Terpe;;Terpe;;;;;;;;;x
b_amblada;Amblada;Amblada;Amblada;;Amblada;;;;;;;;;x
b_sauatra;Sauatra;Sauatra;Sauatra;;Sauatra;;;;;;;;;x
b_souzopolis;Sozopolis;Sozopol;Sozopolis;;Sozópolis;;;;;;;;;x
b_synnada;Synnada;Synnada;Synnada;;Synnada;;;;;;;;;x
b_aezani;Aezani;Aezani;Aezani;;Aezani;;;;;;;;;x
b_cadi;Cado;Cado;Cado;;Cado;;;;;;;;;x
b_polidorion;Polidorion;Polidorion;Polidorion;;Polidorion;;;;;;;;;x
b_kelainai;Kelainai;Kelainai;Kelainai;;Kelainai;;;;;;;;;x
b_dinar;Dinar;Dinar;Dinar;;Dinar;;;;;;;;;x
b_isparta;Isparta;Sparte;Isparta;;Isparta;;;;;;;;;x
b_laodikeia;Laodikeia;Laodicée;Laodikeia;;Laodikeia;;;;;;;;;x
b_philadelphia;Philadelphia;Philadelphie;Philadelphia;;Filadelfia;;;;;;;;;x
b_rhoas;Rhoas;Rhoas;Rhoas;;Rhoas;;;;;;;;;x
b_sardes;Sardes;Sardes;Sardes;;Sardes;;;;;;;;;x
b_hieropolis;Hieropolis;Hiérapolis;Hieropolis;;Hieropolis;;;;;;;;;x
b_kona;Kona;Kona;Kona;;Kona;;;;;;;;;x
b_gordes;Gordes;Gordes;Gordes;;Gordes;;;;;;;;;x
b_flaviupolis;Flaviupolis;Flaviupolis;Flaviupolis;;Flaviupolis;;;;;;;;;x
b_ephesos;Ephesos;Éphèse;Ephesos;;Éfesos;;;;;;;;;x
b_lebedos;Lebedos;Lebedos;Lebedos;;Lebedos;;;;;;;;;x
b_miletos;Miletos;Milet;Miletos;;Mileto;;;;;;;;;x
b_magnesia;Magnesia;Magnésie;Magnesia;;Magnesia;;;;;;;;;x
b_tralles;Tralles;Tralles;Tralles;;Tralles;;;;;;;;;x
b_iassos;Iassos;Iasos;Iassos;;Iassos;;;;;;;;;x
b_palation;Palation;Palation;Palation;;Palation;;;;;;;;;x
b_petron;Petron;Petron;Petron;;Petron;;;;;;;;;x
b_smyrna;Smyrna;Izmir;Smyrna;;Esmirna;;;;;;;;;x
b_pergamon;Pergamon;Pergame;Pergamon;;Pérgamo;;;;;;;;;x
b_phokaia;Pholaia;Pholaia;Pholaia;;Pholaia;;;;;;;;;x
b_adramyttion;Adramyttion;Adramyttion;Adramyttion;;Adramyttion;;;;;;;;;x
b_chio;Chio;Chio;Chio;;Chio;;;;;;;;;x
b_klazomeanai;Klazomeanai;Clazomènes;Klazomeanai;;Klazomeanai;;;;;;;;;x
b_kydonia;Kydonia;Kydonia;Kydonia;;Cydonia;;;;;;;;;x
b_erythrai;Erythrai;Érythrée;Erythrai;;Erythrai;;;;;;;;;x
b_samos;Samos;Samos;Samos;;Samos;;;;;;;;;x
b_chios;Chios;Chios;Chios;;Quíos;;;;;;;;;x
b_tigani;Tigani;Tigani;Tigani;;Tigani;;;;;;;;;x
b_marathokampos;Marathokampos;Marathokampos;Marathokampos;;Marathokampos;;;;;;;;;x
b_ikaria;Ikaria;Ikaria;Ikaria;;Icaria;;;;;;;;;x
b_fourni;Fourni;Fourni;Fourni;;Fourni;;;;;;;;;x
b_chrysostomos;Chrysostomos;Chrysostomos;Chrysostomos;;Chrysostomos;;;;;;;;;x
b_pagondas;Pagondas;Pagondas;Pagondas;;Pagondas;;;;;;;;;x
b_abydos;Abydos;Abydos;Abydos;;Abidos ;;;;;;;;;x
b_lampsakos;Lampsakos;Lampsaque;Lampsakos;;Lampsakos;;;;;;;;;x
b_alexandriatroas;Alexandria Troas;Alexandrie de Troade;Alexandria Troas;;Alexandria Troas;;;;;;;;;x
b_pigai;Pigai;Pigai;Pigai;;Pigai;;;;;;;;;x
b_aegae;Aegae;Aigéai;Aigai;;Aegae;;;;;;;;;x
b_allianoi;Allianoi;Allianoi;Allianoi;;Allianoi;;;;;;;;;x
b_cebrene;Cebrene;Cébrène;Cebrene;;Cebrén;;;;;;;;;x
b_elaia;Elaia;Elaia;Elaia;;Elaia;;;;;;;;;x
b_naxos;Naxos;Naxos;Naxos;;Naxos;;;;;;;;;x
b_hermoupolis;Hermoupolis;Hermoupolis;Hermoupolis;;Hermoupolis;;;;;;;;;x
b_santorini;Santorini;Santorin;Santorini;;Santorini;;;;;;;;;x
b_andros;Andros;Andros;Andros;;Andros;;;;;;;;;x
b_tinos;Tinos;Tinos;Tinos;;Tinos;;;;;;;;;x
b_mykonos;Mykonos;Mykonos;Mykonos;;Miconos;;;;;;;;;x
b_kastraki;Kastraki;Kastraki;Kastraki;;Kastraki;;;;;;;;;x
b_filoti;Filoti;Filoti;Filoti;;Filoti;;;;;;;;;x
b_chalkis;Chalkis;Chalcis;Chalkis;;Calcis;;;;;;;;;x
b_kymi;Kými;Kymi;Kými;;Kými;;;;;;;;;x
b_karystos;Karystos;Karystos;Karystos;;Caristo;;;;;;;;;x
b_oreoi;Oreoi;Oréi;Oreoi;;Oreoi;;;;;;;;;x
b_artemisio;Artemisio;Artemisio;Artemisio;;Artemisio;;;;;;;;;x
b_istiaia;Istiaia;Istiaia;Istiaia;;Istiaia;;;;;;;;;x
b_lilantia;Lilantia;Lilantia;Lilantia;;Lilantia;;;;;;;;;x
b_messapia;Messapia;Messapia;Messapia;;Messapia;;;;;;;;;x
b_mytilene;Mytilene;Mytilène;Mytilene;;Mitilene;;;;;;;;;x
b_mithymna;Mithymna;Méthymne;Mithymna;;Mithymna;;;;;;;;;x
b_plomari;Plomari;Plomari;Plomari;;Plomari;;;;;;;;;x
b_agiasos;Agiasos;Agiasos;Agiasos;;Agiasos;;;;;;;;;x
b_eresos;Eresos;Érésos;Eresos;;Eresos;;;;;;;;;x
b_kalloni;Kalloni;Kalloni;Kalloni;;Kalloni;;;;;;;;;x
b_thasos;Thasos;Thasos;Thasos;;Thasos;;;;;;;;;x
b_moudros;Moudros;Moudros;Moudros;;Moudros;;;;;;;;;x
b_gallipoli;Gallipoli;Gallipoli;Gallipoli;;Gallipoli;;;;;;;;;x
b_heraclea;Heraclea;Héraclée;Heraclea;;Heraclea;;;;;;;;;x
b_madyta;Madyta;Madyta;Madyta;;Madyta;;;;;;;;;x
b_rhaidestos;Rhaidestos;Rhaidestos;Rhaidestos;;Rhaidestos;;;;;;;;;x
b_panidos;Panidos;Panidos;Panidos;;Panidos;;;;;;;;;x
b_selymbria;Selymbria;Selymbria;Selymbria;;Selimbria;;;;;;;;;x
b_lysimachia;Lysimachia;Lysimacheia;Lysimachia;;Lysimachia;;;;;;;;;x
b_sestus;Sestus;Sestus;Sestus;;Sestus;;;;;;;;;x
b_constantinople;Constantinople;Constantinople;Konstantinopel;;Constantinopla;;;;;;;;;x
b_hagiasophia;Constantinople;Constantinople;Konstantinopel;;Constantinopla;;;;;;;;;x
b_galata;Galata;Galata;Galata;;Gálata;;;;;;;;;x
b_blachernae;Blachernae;Blachernes;Blachernae;;Blachernae;;;;;;;;;x
b_hieron;Hieron;Hiéron;Hieron;;Hieron;;;;;;;;;x
b_deuteron;Deuteron;Deutéron;Deuteron;;Deuteron;;;;;;;;;x
b_pempton;Pempton;Pempton;Pempton;;Pempton;;;;;;;;;x
b_vlanga;Vlanga;Vlanga;Vlanga;;Vlanga;;;;;;;;;x
b_verissa;Verissa;Verissa;Verissa;;Verissa;;;;;;;;;x
b_syrallum;Syrallum;Syrallum;Syrallum;;Syrallum;;;;;;;;;x
b_salmydessus;Salmydessus;Salmydessus;Salmydessus;;Salmydessus;;;;;;;;;x
b_deleus;Deleus;Deleus;Deleus;;Deleus;;;;;;;;;x
b_aulaeitichus;Aulaeitichus;Aulaeitichus;Aulaeitichus;;Aulaeitichus;;;;;;;;;x
b_phinopolis;Phinopolis;Phinopolis;Phinopolis;;Phinopolis;;;;;;;;;x
b_sestos;Sestos;Sestos;Sestos;;Sestos;;;;;;;;;x
b_chariopolis;Chariopolis;Chariopolis;Chariopolis;;Chariopolis;;;;;;;;;x
b_adrianopolis;Adrianopolis;Adrinople;Adrianopolis;;Adrianópolis;;;;;;;;;x
b_didymoteichon;Didymoteichon;Didymotique;Didymoteichon;;Didymoteichon;;;;;;;;;x
b_traianopolis;Traianopolis;Trajanopolis;Traianopolis;;Trajanópolis;;;;;;;;;x
b_skalothe;Skalothe;Skalothe;Skalothe;;Skalothe;;;;;;;;;x
b_berat;Berat;Berat;Berat;;Berat;;;;;;;;;x
b_kypsela;Kypsela;Kypsela;Kypsela;;Kypsela;;;;;;;;;x
b_demotika;Demotika;Demotika;Demotika;;Demotika;;;;;;;;;x
b_ainos;Ainos;Aïnos;Ainos;;Ainos;;;;;;;;;x
b_philippopolis;Philippopolis;Philippopolis;Philippopolis;;Philippópolis;;;;;;;;;x
b_xantheia;Xantheia;Xanthi;Xantheia;;Xantheia;;;;;;;;;x
b_klokoknitsa;Klokoknitsa;Klokotnica;Klokoknitsa;;Klokoknitsa;;;;;;;;;x
b_prodromos;Prodromos;Prodromos;Prodromos;;Prodromos;;;;;;;;;x
b_peritheorion;Peritheorion;Périthéorion;Peritheorion;;Peritheorion;;;;;;;;;x
b_anaktoropolis;Anaktoropolis;Anaktoropolis;Anaktoropolis;;Anaktoropolis;;;;;;;;;x
b_polystylon;Polystylon;Polystylon;Polystylon;;Polystylon;;;;;;;;;x
b_mosynopolis;Mosynopolis;Mosynopolis;Mosynopolis;;Mosynopolis;;;;;;;;;x
b_serres;Serres;Serrès;Serres;;Serres;;;;;;;;;x
b_mntathos;Mount Athos;Mont Athos;Berg Athos;;Monte Athos;;;;;;;;;x
b_philippi;Philippi;Philippes;Philippi;;Philippi;;;;;;;;;x
b_chrysiopolis;Chrysiopolis;Chrysiopolis;Chrysiopolis;;Chrysopolis;;;;;;;;;x
b_siderokastron;Siderokastron;Siderokastron;Siderokastron;;Siderokastron;;;;;;;;;x
b_zicna;Zicna;Zicna;Zicna;;Zicna;;;;;;;;;x
b_melnik;Melnik;Melnik;Melnik;;Melnik;;;;;;;;;x
b_drama;Drama;Drama;Drama;;Drama;;;;;;;;;x
b_thessaloniki;Thessaloniki;Thessaloniki;Thessaloniki;;Tesalónica;;;;;;;;;x
b_thesedessa;Edessa;Édessa;Edessa;;Edessa;;;;;;;;;x
b_voden;Voden;Vodina;Voden;;Voden;;;;;;;;;x
b_hlerin;Hlerin;Hlerin;Hlerin;;Hlerin;;;;;;;;;x
b_cemren;Cemren;Cemren;Cemren;;Cemren;;;;;;;;;x
b_veria;Veria;Véria;Veria;;Veria;;;;;;;;;x
b_elasson;Elasson;Elassona;Elasson;;Elasson;;;;;;;;;x
b_servia;Servia;Servia;Servia;;Servia;;;;;;;;;x
b_larissa;Larissa;Larissa;Larissa;;Larissa;;;;;;;;;x
b_volos;Volos;Volos;Volos;;Volos;;;;;;;;;x
b_neopetra;Neopetra;Neopetra;Neopetra;;Neopetra;;;;;;;;;x
b_damasis;Damasis;Damasis;Damasis;;Damasis;;;;;;;;;x
b_kastri;Kastri;Kastri;Kastri;;Kastri;;;;;;;;;x
b_pharsalos;Pharsalos;Pharsale;Pharsalos;;Farsala;;;;;;;;;x
b_trikkala;Trikkala;Trikkala;Trikkala;;Trikala;;;;;;;;;x
b_stagi;Stagi;Stagi;Stagi;;Stagi;;;;;;;;;x
b_skopje;Skopje;Skopje;Skopje;;Skopie;;;;;;;;;x
b_strumica;Strumica;Stroumitsa;Strumica;;Strumica;;;;;;;;;x
b_veles;Veles;Vélès;Veles;;Veles;;;;;;;;;x
b_prilep;Prilep;Prilep;Prilep;;Prilep;;;;;;;;;x
b_prosek;Prosek;Prosek;Prosek;;Prosek;;;;;;;;;x
b_trikves;Trikves;Trikves;Trikves;;Trikves;;;;;;;;;x
b_kocane;Kocane;Kocane;Kocane;;Kocane;;;;;;;;;x
b_kratovo;Kratovo;Kratovo;Kratovo;;Kratovo;;;;;;;;;x
b_ohrid;Ohrid;Ohrid;Ohrid;;Ohrid;;;;;;;;;x
b_debar;Debar;Debar;Debar;;Debar;;;;;;;;;x
b_kastoria;Kastoria;Kastoria;Kastoria;;Kastoriá;;;;;;;;;x
b_kicevo;Kicevo;Kitchevo;Kicevo;;Kicevo;;;;;;;;;x
b_svetigrad;Svetigrad;Svetigrad;Svetigrad;;Svetigrad;;;;;;;;;x
b_bitola;Bitola;Bitola;Bitola;;Bitola;;;;;;;;;x
b_tomot;Tomot;Tomot;Tomot;;Tomot;;;;;;;;;x
b_krusevo;Krusevo;Krusevo;Krusevo;;Krusevo;;;;;;;;;x
b_durazzo;Durrës;Durrës;Durrës;;Durrës;;;;;;;;;x
b_chounavia;Chounavia;Chounavia;Chounavia;;Chounavia;;;;;;;;;x
b_valona;Valona;Valona;Valona;;Valona;;;;;;;;;x
b_kruje;Krujë;Krujë;Krujë;;Krujë;;;;;;;;;x
b_elbasan;Elbasan;Elbasan;Elbasan;;Elbasan;;;;;;;;;x
b_geziq;Gëziq;Gëziq;Gëziq;;Gëziq;;;;;;;;;x
b_spinarizza;Spinarizza;Spinarizza;Spinarizza;;Spinarizza;;;;;;;;;x
b_beat;Beat;Beat;Beat;;Beat;;;;;;;;;x
b_butrint;Butrint;Buthrote;Butrint;;Butrint;;;;;;;;;x
b_paramythia;Paramythia;Paramythia;Paramythia;;Paramythia;;;;;;;;;x
b_ioannina;Ioannina;Ioannina;Ioannina;;Yanina;;;;;;;;;x
b_sopot;Sopot;Sopot;Sopot;;Sopot;;;;;;;;;x
b_pogonia;Pogonia;Pogonia;Pogonia;;Pogonia;;;;;;;;;x
b_gjirokaster;Gjirokastër;Gjirokastra;Gjirokastra;;Gjirokaster;;;;;;;;;x
b_igoumenitsa;Igoumenitsa;Igoumenitsa;Igoumenitsa;;Igoumenitsa;;;;;;;;;x
b_sagiada;Sagiada;Sagiada;Sagiada;;Sagiada;;;;;;;;;x
b_preveza;Preveza;Prévéza;Preveza;;Preveza;;;;;;;;;x
b_angelokastron;Angelokastron;Angelokastro;Angelokastron;;Angelokastron;;;;;;;;;x
b_arta;Arta;Arta;Arta;;Artà;;;;;;;;;x
b_agnanta;Agnanta;Agnanta;Agnanta;;Agnanta;;;;;;;;;x
b_thomokastron;Thomokastron;Thomokastron;Thomokastron;;Thomokastron;;;;;;;;;x
b_vonitsza;Vonitsza;Vonitsa;Vonitsza;;Vonitsza;;;;;;;;;x
